X.,Title,Notes,Tags,Text.Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners.On.Base,Outs,Count,Pitch.Result,Pitch.Type,Velocity..MPH.,BIP.Type,BIP.Result,Non.BIP.Result
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:04.3,,"Jensen, C.","Eden, C.",B5,0-8,2B-3B,0,0-0,Ball,Slider,81,"","","",
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:04.9,,"Jensen, C.","Eden, C.",B5,0-8,2B-3B,0,1-0,Strike Taken,Fastball,88,"","","",
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:11.6,,"Jensen, C.","Eden, C.",B5,0-8,2B-3B,0,1-1,Foul,Changeup,79,"","","",
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:14.1,,"Jensen, C.","Eden, C.",B5,0-8,2B-3B,0,1-2,BIP,Fastball,88,Fly Ball,Sacrifice Fly,"",
"Jensen, C. VS Selma, Q.",Stanford University vs University of California,,,00:00:04.4,,"Jensen, C.","Selma, Q.",B5,0-9,2B,1,0-0,Ball,Changeup,82,"","","",
"Jensen, C. VS Selma, Q.",Stanford University vs University of California,,,00:00:13.8,,"Jensen, C.","Selma, Q.",B5,0-9,2B,1,1-0,BIP,Changeup,83,Ground Ball,Groundout,"",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:04.3,,"Jensen, C.","Vaughn, A.",B5,0-9,2B,2,0-0,Ball,Slider,81,"","","",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:04.8,,"Jensen, C.","Vaughn, A.",B5,0-9,2B,2,1-0,Strike Taken,Changeup,81,"","","",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:04.6,,"Jensen, C.","Vaughn, A.",B5,0-9,2B,2,1-1,Ball,Fastball,88,"","","",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:14.0,,"Jensen, C.","Vaughn, A.",B5,0-9,2B,2,2-1,BIP,Slider,83,Ground Ball,Groundout,"",
"Jensen, C. VS Lee, K.",Stanford University vs University of California,,,00:00:10.8,,"Jensen, C.","Lee, K.",B6,0-9, - ,0,0-0,Foul,Fastball,90,"","","",
"Jensen, C. VS Lee, K.",Stanford University vs University of California,,,00:00:04.3,,"Jensen, C.","Lee, K.",B6,0-9, - ,0,0-1,Ball,Fastball,90,"","","",
"Jensen, C. VS Lee, K.",Stanford University vs University of California,,,00:00:24.2,,"Jensen, C.","Lee, K.",B6,0-9, - ,0,1-1,BIP,Slider,81,Ground Ball,Single,"",
"Jensen, C. VS Flower, M.",Stanford University vs University of California,,,00:00:04.9,,"Jensen, C.","Flower, M.",B6,0-9,2B,0,0-0,Strike Taken,Slider,81,"","","",
"Jensen, C. VS Flower, M.",Stanford University vs University of California,,,00:00:08.0,,"Jensen, C.","Flower, M.",B6,0-9,2B,0,0-1,Foul,Fastball,87,"","","",
"Jensen, C. VS Flower, M.",Stanford University vs University of California,,,00:00:23.2,,"Jensen, C.","Flower, M.",B6,0-9,2B,0,0-2,BIP,Slider,86,Fly Ball,Home Run,"",
"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:13.6,,"Jensen, C.","Baker, D.",B6,0-11, - ,0,0-0,BIP,Fastball,90,Ground Ball,Groundout,"",
"Jensen, C. VS Wezniak, S.",Stanford University vs University of California,,,00:00:05.2,,"Jensen, C.","Wezniak, S.",B6,0-11, - ,1,0-0,Strike Taken,Fastball,89,"","","",
"Jensen, C. VS Wezniak, S.",Stanford University vs University of California,,,00:00:05.8,,"Jensen, C.","Wezniak, S.",B6,0-11, - ,1,0-1,Ball,Fastball,90,"","","",
"Jensen, C. VS Wezniak, S.",Stanford University vs University of California,,,00:00:06.5,,"Jensen, C.","Wezniak, S.",B6,0-11, - ,1,1-1,Foul,Slider,79,"","","",
"Jensen, C. VS Wezniak, S.",Stanford University vs University of California,,,00:00:08.9,,"Jensen, C.","Wezniak, S.",B6,0-11, - ,1,1-2,Strike Swinging,Slider,77,"","",Strikeout,
"Jensen, C. VS Holman, G.",Stanford University vs University of California,,,00:00:04.7,,"Jensen, C.","Holman, G.",B6,0-11,1B,1,0-0,Ball,Fastball,88,"","","",
"Jensen, C. VS Holman, G.",Stanford University vs University of California,,,00:00:08.0,,"Jensen, C.","Holman, G.",B6,0-11,1B,1,1-0,Foul,Fastball,89,"","","",
"Jensen, C. VS Holman, G.",Stanford University vs University of California,,,00:00:04.8,,"Jensen, C.","Holman, G.",B6,0-11,1B,1,1-1,Ball,Fastball,88,"","","",
"Jensen, C. VS Holman, G.",Stanford University vs University of California,,,00:00:04.6,,"Jensen, C.","Holman, G.",B6,0-11,1B,1,2-1,Strike Taken,Slider,82,"","","",
"Jensen, C. VS Holman, G.",Stanford University vs University of California,,,00:00:04.5,,"Jensen, C.","Holman, G.",B6,0-11,1B,1,2-2,Strike Taken,Fastball,89,"","",Strikeout,
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:04.9,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,0-0,Strike Taken,Fastball,89,"","","",
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:04.3,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,0-1,Strike Swinging,Fastball,90,"","","",
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:11.1,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,0-2,Foul,Fastball,88,"","","",
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:04.1,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,0-2,Ball,Fastball,91,"","","",
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:04.3,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,1-2,Ball,Slider,81,"","","",
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:04.3,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,2-2,Ball,Fastball,87,"","","",
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:04.7,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,3-2,Foul,Fastball,89,"","","",
"Jensen, C. VS Mack, C.",Stanford University vs University of California,,,00:00:14.3,,"Jensen, C.","Mack, C.",B6,0-11,1B,2,3-2,BIP,Fastball,88,Ground Ball,Single,"",
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:08.0,,"Jensen, C.","Eden, C.",B6,0-11,1B-3B,2,0-0,Foul,Fastball,88,"","","",
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:04.5,,"Jensen, C.","Eden, C.",B6,0-11,1B-3B,2,0-1,Ball,Fastball,87,"","","",
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:04.3,,"Jensen, C.","Eden, C.",B6,0-11,1B-3B,2,1-1,Ball,Fastball,87,"","","",
"Jensen, C. VS Eden, C.",Stanford University vs University of California,,,00:00:19.8,,"Jensen, C.","Eden, C.",B6,0-11,1B-3B,2,2-1,BIP,Fastball,88,Fly Ball,Double,"",
"Jensen, C. VS Selma, Q.",Stanford University vs University of California,,,00:00:04.4,,"Jensen, C.","Selma, Q.",B6,0-13,3B,2,0-0,Strike Swinging,Changeup,81,"","","",
"Jensen, C. VS Selma, Q.",Stanford University vs University of California,,,00:00:23.8,,"Jensen, C.","Selma, Q.",B6,0-13,3B,2,0-1,BIP,Changeup,80,Fly Ball,Home Run,"",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:04.6,,"Jensen, C.","Vaughn, A.",B6,0-15, - ,2,0-0,Ball,Fastball,87,"","","",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:04.2,,"Jensen, C.","Vaughn, A.",B6,0-15, - ,2,1-0,Ball,Slider,80,"","","",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:04.2,,"Jensen, C.","Vaughn, A.",B6,0-15, - ,2,2-0,Ball,Fastball,89,"","","",
"Jensen, C. VS Vaughn, A.",Stanford University vs University of California,,,00:00:05.2,,"Jensen, C.","Vaughn, A.",B6,0-15, - ,2,3-0,Ball,Fastball,89,"","",Walk,
"Jensen, C. VS Henriques, C.",Stanford University vs Santa Clara University,,,00:00:04.8,,"Jensen, C.","Henriques, C.",B9,7-1, - ,0,0-0,Strike Taken,Fastball,86,"","","",
"Jensen, C. VS Henriques, C.",Stanford University vs Santa Clara University,,,00:00:08.7,,"Jensen, C.","Henriques, C.",B9,7-1, - ,0,0-1,BIP,Slider,78,Ground Ball,Groundout,"",
"Jensen, C. VS Allie, C.",Stanford University vs Santa Clara University,,,00:00:04.7,,"Jensen, C.","Allie, C.",B9,7-1, - ,1,0-0,Foul,Fastball,86,"","","",
"Jensen, C. VS Allie, C.",Stanford University vs Santa Clara University,,,00:00:04.5,,"Jensen, C.","Allie, C.",B9,7-1, - ,1,0-1,Foul,Slider,78,"","","",
"Jensen, C. VS Allie, C.",Stanford University vs Santa Clara University,,,00:00:04.8,,"Jensen, C.","Allie, C.",B9,7-1, - ,1,0-2,Foul,Slider,76,"","","",
"Jensen, C. VS Allie, C.",Stanford University vs Santa Clara University,,,00:00:04.9,,"Jensen, C.","Allie, C.",B9,7-1, - ,1,0-2,Ball,Fastball,88,"","","",
"Jensen, C. VS Allie, C.",Stanford University vs Santa Clara University,,,00:00:05.2,,"Jensen, C.","Allie, C.",B9,7-1, - ,1,1-2,Ball,Fastball,85,"","","",
"Jensen, C. VS Allie, C.",Stanford University vs Santa Clara University,,,00:00:04.5,,"Jensen, C.","Allie, C.",B9,7-1, - ,1,2-2,Foul,Slider,79,"","","",
"Jensen, C. VS Allie, C.",Stanford University vs Santa Clara University,,,00:00:09.1,,"Jensen, C.","Allie, C.",B9,7-1, - ,1,2-2,BIP,Fastball,86,Line Drive,Single,"",
"Jensen, C. VS Nnebe, A.",Stanford University vs Santa Clara University,,,00:00:09.1,,"Jensen, C.","Nnebe, A.",B9,7-1,1B,1,0-0,BIP,Fastball,86,Ground Ball,Fielder's Choice - Out,"",
"Jensen, C. VS Brigman, D.",Stanford University vs Santa Clara University,,,00:00:11.9,,"Jensen, C.","Brigman, D.",B9,7-1,1B,2,0-0,BIP,Slider,78,Fly Ball,Flyout,"",
"Jensen, C. VS Quintana, N.",University of Arizona vs Stanford University,,,00:00:05.9,,"Jensen, C.","Quintana, N.",T8,4-3, - ,0,0-0,Ball,Fastball,87,"","","",
"Jensen, C. VS Quintana, N.",University of Arizona vs Stanford University,,,00:00:09.4,,"Jensen, C.","Quintana, N.",T8,4-3, - ,0,1-0,BIP,Fastball,88,Ground Ball,Groundout,"",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:06.0,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,0-0,Ball,Fastball,89,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:05.8,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,1-0,Ball,Fastball,89,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:05.9,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,2-0,Strike Taken,Fastball,87,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:05.8,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,2-1,Strike Taken,Fastball,86,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:09.3,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,2-2,Foul,Fastball,89,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:06.2,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,2-2,Foul,Fastball,87,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:06.4,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,2-2,Foul,Fastball,87,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,2-2,Ball,Fastball,88,"","","",
"Jensen, C. VS Dooney, D.",University of Arizona vs Stanford University,,,00:00:07.5,,"Jensen, C.","Dooney, D.",T8,4-3, - ,1,3-2,BIP,Fastball,89,Line Drive,Lineout,"",
"Jensen, C. VS Cannon, C.",University of Arizona vs Stanford University,,,00:00:05.6,,"Jensen, C.","Cannon, C.",T8,4-3, - ,2,0-0,Ball,Slider,84,"","","",
"Jensen, C. VS Cannon, C.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Cannon, C.",T8,4-3, - ,2,1-0,Foul,Slider,83,"","","",
"Jensen, C. VS Cannon, C.",University of Arizona vs Stanford University,,,00:00:05.8,,"Jensen, C.","Cannon, C.",T8,4-3, - ,2,1-1,Ball,Slider,82,"","","",
"Jensen, C. VS Cannon, C.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Cannon, C.",T8,4-3, - ,2,2-1,Foul,Fastball,89,"","","",
"Jensen, C. VS Cannon, C.",University of Arizona vs Stanford University,,,00:00:06.2,,"Jensen, C.","Cannon, C.",T8,4-3, - ,2,2-2,Ball,Slider,82,"","","",
"Jensen, C. VS Cannon, C.",University of Arizona vs Stanford University,,,00:00:10.3,,"Jensen, C.","Cannon, C.",T8,4-3, - ,2,3-2,BIP,Slider,81,Line Drive,Single,"",
"Jensen, C. VS Boissiere, B.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Boissiere, B.",T8,4-3,1B,2,0-0,Ball,Fastball,87,"","","",
"Jensen, C. VS Boissiere, B.",University of Arizona vs Stanford University,,,00:00:06.4,,"Jensen, C.","Boissiere, B.",T8,4-3,1B,2,1-0,Foul,Fastball,86,"","","",
"Jensen, C. VS Boissiere, B.",University of Arizona vs Stanford University,,,00:00:05.9,,"Jensen, C.","Boissiere, B.",T8,4-3,1B,2,1-1,Ball,Fastball,87,"","","",
"Jensen, C. VS Boissiere, B.",University of Arizona vs Stanford University,,,00:00:08.6,,"Jensen, C.","Boissiere, B.",T8,4-3,1B,2,2-1,Strike Swinging,Fastball,87,"","","",
"Jensen, C. VS Boissiere, B.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Boissiere, B.",T8,4-3,1B,2,2-2,Foul,Fastball,88,"","","",
"Jensen, C. VS Boissiere, B.",University of Arizona vs Stanford University,,,00:00:06.7,,"Jensen, C.","Boissiere, B.",T8,4-3,1B,2,2-2,Ball,Fastball,88,"","","",
"Jensen, C. VS Boissiere, B.",University of Arizona vs Stanford University,,,00:00:14.4,,"Jensen, C.","Boissiere, B.",T8,4-3,1B,2,3-2,BIP,Fastball,88,Ground Ball,Single,"",
"Jensen, C. VS Wylie, J.",University of Arizona vs Stanford University,,,00:00:07.5,,"Jensen, C.","Wylie, J.",T8,4-3,1B-3B,2,0-0,Ball,Changeup,81,"","","",
"Jensen, C. VS Wylie, J.",University of Arizona vs Stanford University,,,00:00:14.4,,"Jensen, C.","Wylie, J.",T8,4-3,2B-3B,2,1-0,BIP,Slider,81,Line Drive,Single,"",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:05.7,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,0-0,Ball,Fastball,87,"","","",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:05.7,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,1-0,Strike Taken,Fastball,88,"","","",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:05.8,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,1-1,Ball,Changeup,81,"","","",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:06.6,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,2-1,Ball,Fastball,86,"","","",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:06.0,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,3-1,Strike Taken,Fastball,88,"","","",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:07.2,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,3-2,Foul,Fastball,88,"","","",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,3-2,Foul,Fastball,88,"","","",
"Jensen, C. VS Casagrande, T.",University of Arizona vs Stanford University,,,00:00:06.4,,"Jensen, C.","Casagrande, T.",T9,6-3, - ,0,3-2,Strike Swinging,Fastball,89,"","",Strikeout,
"Jensen, C. VS Williams, D.",University of Arizona vs Stanford University,,,00:00:06.2,,"Jensen, C.","Williams, D.",T9,6-3, - ,1,0-0,Ball,Fastball,86,"","","",
"Jensen, C. VS Williams, D.",University of Arizona vs Stanford University,,,00:00:05.7,,"Jensen, C.","Williams, D.",T9,6-3, - ,1,1-0,Ball,Fastball,87,"","","",
"Jensen, C. VS Williams, D.",University of Arizona vs Stanford University,,,00:00:06.0,,"Jensen, C.","Williams, D.",T9,6-3, - ,1,2-0,Strike Taken,Fastball,88,"","","",
"Jensen, C. VS Williams, D.",University of Arizona vs Stanford University,,,00:00:05.9,,"Jensen, C.","Williams, D.",T9,6-3, - ,1,2-1,Strike Swinging,Fastball,87,"","","",
"Jensen, C. VS Williams, D.",University of Arizona vs Stanford University,,,00:00:05.9,,"Jensen, C.","Williams, D.",T9,6-3, - ,1,2-2,Ball,Fastball,88,"","","",
"Jensen, C. VS Williams, D.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Williams, D.",T9,6-3, - ,1,3-2,Foul,Fastball,87,"","","",
"Jensen, C. VS Williams, D.",University of Arizona vs Stanford University,,,00:00:06.4,,"Jensen, C.","Williams, D.",T9,6-3, - ,1,3-2,Strike Swinging,Fastball,88,"","",Strikeout,
"Jensen, C. VS Dyer, M.",University of Arizona vs Stanford University,,,00:00:06.4,,"Jensen, C.","Dyer, M.",T9,6-3, - ,2,0-0,Ball,Slider,82,"","","",
"Jensen, C. VS Dyer, M.",University of Arizona vs Stanford University,,,00:00:06.2,,"Jensen, C.","Dyer, M.",T9,6-3, - ,2,1-0,Ball,Fastball,85,"","","",
"Jensen, C. VS Dyer, M.",University of Arizona vs Stanford University,,,00:00:11.4,,"Jensen, C.","Dyer, M.",T9,6-3, - ,2,2-0,BIP,Fastball,87,Fly Ball,Single,"",
"Jensen, C. VS Wells, A.",University of Arizona vs Stanford University,,,00:00:06.1,,"Jensen, C.","Wells, A.",T9,6-3,1B,2,0-0,Ball,Changeup,81,"","","",
"Jensen, C. VS Wells, A.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Wells, A.",T9,6-3,1B,2,1-0,Strike Taken,Fastball,87,"","","",
"Jensen, C. VS Wells, A.",University of Arizona vs Stanford University,,,00:00:06.3,,"Jensen, C.","Wells, A.",T9,6-3,1B,2,1-1,Strike Taken,Fastball,88,"","","",
"Jensen, C. VS Wells, A.",University of Arizona vs Stanford University,,,00:00:06.4,,"Jensen, C.","Wells, A.",T9,6-3,1B,2,1-2,Strike Swinging,Changeup,83,"","",Strikeout,
"Jensen, C. VS Yake, E.",Gonzaga University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Yake, E.",T1,0-0, - ,0,0-0,Ball,Fastball,89,"","","",
"Jensen, C. VS Yake, E.",Gonzaga University vs Stanford University,,,00:00:09.9,,"Jensen, C.","Yake, E.",T1,0-0, - ,0,1-0,BIP,Fastball,88,Popup,Popout,"",
"Jensen, C. VS Morrison, G.",Gonzaga University vs Stanford University,,,00:00:09.4,,"Jensen, C.","Morrison, G.",T1,0-0, - ,1,0-0,BIP,Fastball,89,Fly Ball,Flyout,"",
"Jensen, C. VS Johnston, T.",Gonzaga University vs Stanford University,,,00:00:04.9,,"Jensen, C.","Johnston, T.",T1,0-0, - ,2,0-0,Foul,Fastball,88,"","","",
"Jensen, C. VS Johnston, T.",Gonzaga University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Johnston, T.",T1,0-0, - ,2,0-1,Strike Swinging,Changeup,81,"","","",
"Jensen, C. VS Johnston, T.",Gonzaga University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Johnston, T.",T1,0-0, - ,2,0-2,Ball,Fastball,88,"","","",
"Jensen, C. VS Johnston, T.",Gonzaga University vs Stanford University,,,00:00:08.8,,"Jensen, C.","Johnston, T.",T1,0-0, - ,2,1-2,BIP,Fastball,88,Ground Ball,Groundout,"",
"Jensen, C. VS Pinorini, A.",Gonzaga University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Pinorini, A.",T2,0-0, - ,0,0-0,Ball,Fastball,85,"","","",
"Jensen, C. VS Pinorini, A.",Gonzaga University vs Stanford University,,,00:00:06.9,,"Jensen, C.","Pinorini, A.",T2,0-0, - ,0,1-0,BIP,Fastball,85,Line Drive,Lineout,"",
"Jensen, C. VS Harris, B.",Gonzaga University vs Stanford University,,,00:00:04.8,,"Jensen, C.","Harris, B.",T2,0-0, - ,1,0-0,Foul,Fastball,87,"","","",
"Jensen, C. VS Harris, B.",Gonzaga University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Harris, B.",T2,0-0, - ,1,0-1,Ball,Slider,80,"","","",
"Jensen, C. VS Harris, B.",Gonzaga University vs Stanford University,,,00:00:09.4,,"Jensen, C.","Harris, B.",T2,0-0, - ,1,1-1,BIP,Slider,81,Ground Ball,Groundout,"",
"Jensen, C. VS Nyquist, N.",Gonzaga University vs Stanford University,,,00:00:11.4,,"Jensen, C.","Nyquist, N.",T2,0-0, - ,2,0-0,BIP,Fastball,86,Popup,Popout,"",
"Jensen, C. VS Fredrickson, D.",Gonzaga University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Fredrickson, D.",T3,0-4, - ,0,0-0,Ball,Fastball,85,"","","",
"Jensen, C. VS Fredrickson, D.",Gonzaga University vs Stanford University,,,00:00:04.9,,"Jensen, C.","Fredrickson, D.",T3,0-4, - ,0,1-0,Foul,Fastball,85,"","","",
"Jensen, C. VS Fredrickson, D.",Gonzaga University vs Stanford University,,,00:00:16.9,,"Jensen, C.","Fredrickson, D.",T3,0-4, - ,0,1-1,BIP,Fastball,86,Line Drive,Triple,"",
"Jensen, C. VS Machtolf, J.",Gonzaga University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Machtolf, J.",T3,0-4,3B,0,0-0,Foul,Fastball,86,"","","",
"Jensen, C. VS Machtolf, J.",Gonzaga University vs Stanford University,,,00:00:05.0,,"Jensen, C.","Machtolf, J.",T3,0-4,3B,0,0-1,Ball,Changeup,81,"","","",
"Jensen, C. VS Machtolf, J.",Gonzaga University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Machtolf, J.",T3,0-4,3B,0,1-1,Foul,Fastball,87,"","","",
"Jensen, C. VS Machtolf, J.",Gonzaga University vs Stanford University,,,00:00:10.3,,"Jensen, C.","Machtolf, J.",T3,0-4,3B,0,1-2,BIP,Fastball,89,Ground Ball,Groundout,"",
"Jensen, C. VS Bristyan, J.",Gonzaga University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Bristyan, J.",T3,1-4, - ,1,0-0,Ball,Slider,0,"","","",
"Jensen, C. VS Bristyan, J.",Gonzaga University vs Stanford University,,,00:00:10.2,,"Jensen, C.","Bristyan, J.",T3,1-4, - ,1,1-0,BIP,Fastball,89,Fly Ball,Flyout,"",
"Jensen, C. VS Yake, E.",Gonzaga University vs Stanford University,,,00:00:05.0,,"Jensen, C.","Yake, E.",T3,1-4, - ,2,0-0,Ball,Changeup,80,"","","",
"Jensen, C. VS Yake, E.",Gonzaga University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Yake, E.",T3,1-4, - ,2,1-0,Ball,Fastball,86,"","","",
"Jensen, C. VS Yake, E.",Gonzaga University vs Stanford University,,,00:00:05.4,,"Jensen, C.","Yake, E.",T3,1-4, - ,2,2-0,Ball,Fastball,89,"","","",
"Jensen, C. VS Yake, E.",Gonzaga University vs Stanford University,,,00:00:05.6,,"Jensen, C.","Yake, E.",T3,1-4, - ,2,3-0,Ball,Fastball,86,"","",Walk,
"Jensen, C. VS Morrison, G.",Gonzaga University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Morrison, G.",T3,1-4,1B,2,0-0,Strike Taken,Slider,79,"","","",
"Jensen, C. VS Morrison, G.",Gonzaga University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Morrison, G.",T3,1-4,1B,2,0-1,Ball,Slider,76,"","","",
"Jensen, C. VS Morrison, G.",Gonzaga University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Morrison, G.",T3,1-4,1B,2,1-1,Ball,Slider,81,"","","",
"Jensen, C. VS Morrison, G.",Gonzaga University vs Stanford University,,,00:00:10.6,,"Jensen, C.","Morrison, G.",T3,1-4,1B,2,2-1,BIP,Fastball,84,Fly Ball,Flyout,"",
"Jensen, C. VS Steer, S.",Stanford University vs University of Oregon,,,00:00:04.8,,"Jensen, C.","Steer, S.",B6,17-1, - ,0,0-0,Strike Taken,Fastball,89,"","","",
"Jensen, C. VS Steer, S.",Stanford University vs University of Oregon,,,00:00:04.6,,"Jensen, C.","Steer, S.",B6,17-1, - ,0,0-1,Ball,Fastball,89,"","","",
"Jensen, C. VS Steer, S.",Stanford University vs University of Oregon,,,00:00:05.1,,"Jensen, C.","Steer, S.",B6,17-1, - ,0,1-1,Strike Taken,Slider,81,"","","",
"Jensen, C. VS Steer, S.",Stanford University vs University of Oregon,,,00:00:04.7,,"Jensen, C.","Steer, S.",B6,17-1, - ,0,1-2,Ball,Slider,79,"","","",
"Jensen, C. VS Steer, S.",Stanford University vs University of Oregon,,,00:00:04.9,,"Jensen, C.","Steer, S.",B6,17-1, - ,0,2-2,Ball,Fastball,89,"","","",
"Jensen, C. VS Steer, S.",Stanford University vs University of Oregon,,,00:00:05.5,,"Jensen, C.","Steer, S.",B6,17-1, - ,0,3-2,Foul,Fastball,90,"","","",
"Jensen, C. VS Steer, S.",Stanford University vs University of Oregon,,,00:00:04.7,,"Jensen, C.","Steer, S.",B6,17-1, - ,0,3-2,Ball,Slider,76,"","",Walk,
"Jensen, C. VS Matthews, G.",Stanford University vs University of Oregon,,,00:00:04.8,,"Jensen, C.","Matthews, G.",B6,17-1,1B,0,0-0,Ball,Fastball,88,"","","",
"Jensen, C. VS Matthews, G.",Stanford University vs University of Oregon,,,00:00:05.4,,"Jensen, C.","Matthews, G.",B6,17-1,1B,0,1-0,Ball,Fastball,88,"","","",
"Jensen, C. VS Matthews, G.",Stanford University vs University of Oregon,,,00:00:05.0,,"Jensen, C.","Matthews, G.",B6,17-1,1B,0,2-0,Ball,Fastball,88,"","","",
"Jensen, C. VS Matthews, G.",Stanford University vs University of Oregon,,,00:00:05.2,,"Jensen, C.","Matthews, G.",B6,17-1,1B,0,3-0,Strike Taken,Fastball,88,"","","",
"Jensen, C. VS Matthews, G.",Stanford University vs University of Oregon,,,00:00:10.8,,"Jensen, C.","Matthews, G.",B6,17-1,1B,0,3-1,BIP,Fastball,88,Fly Ball,Flyout,"",
"Jensen, C. VS DeLuca, J.",Stanford University vs University of Oregon,,,00:00:05.1,,"Jensen, C.","DeLuca, J.",B6,17-1,1B,1,0-0,Strike Taken,Fastball,89,"","","",
"Jensen, C. VS DeLuca, J.",Stanford University vs University of Oregon,,,00:00:04.9,,"Jensen, C.","DeLuca, J.",B6,17-1,1B,1,0-1,Foul,Fastball,89,"","","",
