#,Title,Notes,Tags,Text Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners On Base,Outs,Count,Pitch Result,Pitch Type,Velocity (MPH),BIP Type,BIP Result,Non-BIP Result
281,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:05.0,,"Bloss, J.","Daniels, R.",B5,5-1,1B,2,0-0,Ball,Fastball,92,"","",""
282,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:08.3,,"Bloss, J.","Daniels, R.",B5,5-1,1B,2,1-0,Ball,Fastball,91,"","",""
283,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:07.1,,"Bloss, J.","Daniels, R.",B5,5-1,2B,2,2-0,Ball,Unknown,88,"","",Hit By Pitch
284,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.6,,"Bloss, J.","Freeberger, D.",B5,5-1,1B-2B,2,0-0,Ball,Slider,85,"","",""
285,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.4,,"Bloss, J.","Freeberger, D.",B5,5-1,1B-2B,2,1-0,Strike Taken,Slider,82,"","",""
286,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:06.7,,"Bloss, J.","Freeberger, D.",B5,5-1,1B-2B,2,1-1,Foul,Fastball,94,"","",""
287,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:06.7,,"Bloss, J.","Freeberger, D.",B5,5-1,1B-2B,2,1-2,Foul,Curveball,75,"","",""
288,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:06.8,,"Bloss, J.","Freeberger, D.",B5,5-1,1B-2B,2,1-2,Foul,Fastball,94,"","",""
289,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.2,,"Bloss, J.","Freeberger, D.",B5,5-1,1B-2B,2,1-2,Ball,Fastball,93,"","",""
290,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.8,,"Bloss, J.","Freeberger, D.",B5,5-1,1B-2B,2,2-2,Strike Taken,Slider,82,"","",Strikeout
291,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Sailors, N.",T1,0-0,-,0,0-0,Strike Taken,Fastball,95,"","",""
292,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Sailors, N.",T1,0-0,-,0,0-1,Strike Taken,Fastball,94,"","",""
293,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Sailors, N.",T1,0-0,-,0,0-2,Strike Swinging,Fastball,95,"","",Strikeout
294,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Meggs, A.",T1,0-0,-,1,0-0,Ball,Fastball,94,"","",""
295,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Meggs, A.",T1,0-0,-,1,1-0,Strike Swinging,Fastball,94,"","",""
296,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Meggs, A.",T1,0-0,-,1,1-1,Foul,Fastball,95,"","",""
297,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Meggs, A.",T1,0-0,-,1,1-2,Strike Swinging,Fastball,95,"","",Strikeout
298,"Bloss, J. VS Clifford, N.",Creighton University vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Clifford, N.",T1,0-0,-,2,0-0,Strike Taken,Fastball,96,"","",""
299,"Bloss, J. VS Clifford, N.",Creighton University vs Georgetown University,,,00:00:05.9,,"Bloss, J.","Clifford, N.",T1,0-0,-,2,0-1,Foul,Fastball,94,"","",""
300,"Bloss, J. VS Clifford, N.",Creighton University vs Georgetown University,,,00:00:08.6,,"Bloss, J.","Clifford, N.",T1,0-0,-,2,0-2,BIP,Curveball,80,Ground Ball,Groundout,""
301,"Bloss, J. VS Lozano, T.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Lozano, T.",T2,0-0,-,0,0-0,Ball,Curveball,74,"","",""
302,"Bloss, J. VS Lozano, T.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Lozano, T.",T2,0-0,-,0,1-0,Foul,Fastball,94,"","",""
303,"Bloss, J. VS Lozano, T.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Lozano, T.",T2,0-0,-,0,1-1,Ball,Curveball,75,"","",""
304,"Bloss, J. VS Lozano, T.",Creighton University vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Lozano, T.",T2,0-0,-,0,2-1,Ball,Fastball,93,"","",""
305,"Bloss, J. VS Lozano, T.",Creighton University vs Georgetown University,,,00:00:08.4,,"Bloss, J.","Lozano, T.",T2,0-0,-,0,3-1,BIP,Fastball,95,Fly Ball,Flyout,""
306,"Bloss, J. VS Hayes, S.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Hayes, S.",T2,0-0,-,1,0-0,Strike Taken,Fastball,96,"","",""
307,"Bloss, J. VS Hayes, S.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Hayes, S.",T2,0-0,-,1,0-1,Strike Taken,Fastball,95,"","",""
308,"Bloss, J. VS Hayes, S.",Creighton University vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Hayes, S.",T2,0-0,-,1,0-2,Strike Swinging,Fastball,96,"","",Strikeout
309,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Grace, J.",T2,0-0,-,2,0-0,Ball,Fastball,95,"","",""
310,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Grace, J.",T2,0-0,-,2,1-0,Strike Swinging,Fastball,95,"","",""
311,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Grace, J.",T2,0-0,-,2,1-1,Strike Taken,Fastball,96,"","",""
312,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Grace, J.",T2,0-0,-,2,1-2,Ball,Fastball,96,"","",""
313,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Grace, J.",T2,0-0,-,2,2-2,Ball,Curveball,78,"","",""
314,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:14.4,,"Bloss, J.","Grace, J.",T2,0-0,-,2,3-2,BIP,Fastball,95,Fly Ball,Home Run,""
315,"Bloss, J. VS Helligso, H.",Creighton University vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Helligso, H.",T2,1-0,-,2,0-0,Strike Swinging,Fastball,95,"","",""
316,"Bloss, J. VS Helligso, H.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Helligso, H.",T2,1-0,-,2,0-1,Strike Taken,Fastball,95,"","",""
317,"Bloss, J. VS Helligso, H.",Creighton University vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Helligso, H.",T2,1-0,-,2,0-2,Strike Swinging,Fastball,95,"","",Strikeout
318,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:05.9,,"Bloss, J.","North, B.",T3,1-1,-,0,0-0,Foul,Fastball,95,"","",""
319,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:05.7,,"Bloss, J.","North, B.",T3,1-1,-,0,0-1,Ball,Curveball,76,"","",""
320,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","North, B.",T3,1-1,-,0,1-1,Strike Taken,Slider,83,"","",""
321,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","North, B.",T3,1-1,-,0,1-2,Ball,Curveball,77,"","",""
322,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:05.3,,"Bloss, J.","North, B.",T3,1-1,-,0,2-2,Foul,Slider,83,"","",""
323,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","North, B.",T3,1-1,-,0,2-2,Strike Swinging,Fastball,96,"","",Strikeout
324,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Gillen, T.",T3,1-1,-,1,0-0,Ball,Fastball,93,"","",""
325,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Gillen, T.",T3,1-1,-,1,1-0,Ball,Fastball,94,"","",""
326,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:10.6,,"Bloss, J.","Gillen, T.",T3,1-1,-,1,2-0,BIP,Fastball,94,Ground Ball,Groundout,""
327,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Sailors, N.",T3,1-1,-,2,0-0,Ball,Changeup,88,"","",""
328,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Sailors, N.",T3,1-1,-,2,1-0,Strike Swinging,Slider,84,"","",""
329,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Sailors, N.",T3,1-1,-,2,1-1,Ball,Changeup,89,"","",""
330,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Sailors, N.",T3,1-1,-,2,2-1,Foul,Fastball,94,"","",""
331,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:10.3,,"Bloss, J.","Sailors, N.",T3,1-1,-,2,2-2,BIP,Slider,85,Popup,Popout,""
332,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Meggs, A.",T4,1-1,-,0,0-0,Strike Taken,Slider,83,"","",""
333,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Meggs, A.",T4,1-1,-,0,0-1,Ball,Fastball,93,"","",""
334,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:09.5,,"Bloss, J.","Meggs, A.",T4,1-1,-,0,1-1,BIP,Slider,84,Fly Ball,Flyout,""
335,"Bloss, J. VS Clifford, N.",Creighton University vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Clifford, N.",T4,1-1,-,1,0-0,Ball,Changeup,87,"","",""
336,"Bloss, J. VS Clifford, N.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Clifford, N.",T4,1-1,-,1,1-0,Foul,Fastball,93,"","",""
337,"Bloss, J. VS Clifford, N.",Creighton University vs Georgetown University,,,00:00:10.1,,"Bloss, J.","Clifford, N.",T4,1-1,-,1,1-1,BIP,Changeup,87,Ground Ball,Groundout,""
338,"Bloss, J. VS Lozano, T.",Creighton University vs Georgetown University,,,00:00:11.5,,"Bloss, J.","Lozano, T.",T4,1-1,-,2,0-0,BIP,Fastball,95,Popup,Popout,""
339,"Bloss, J. VS Hayes, S.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Hayes, S.",T5,1-3,-,0,0-0,Strike Swinging,Fastball,92,"","",""
340,"Bloss, J. VS Hayes, S.",Creighton University vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Hayes, S.",T5,1-3,-,0,0-1,Ball,Fastball,92,"","",""
341,"Bloss, J. VS Hayes, S.",Creighton University vs Georgetown University,,,00:00:07.4,,"Bloss, J.","Hayes, S.",T5,1-3,-,0,1-1,Ball,Fastball,93,"","",""
342,"Bloss, J. VS Hayes, S.",Creighton University vs Georgetown University,,,00:00:14.5,,"Bloss, J.","Hayes, S.",T5,1-3,-,0,2-1,BIP,Fastball,93,Line Drive,Double,""
343,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Grace, J.",T5,1-3,2B,0,0-0,Ball,Slider,83,"","",""
344,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Grace, J.",T5,1-3,2B,0,1-0,Strike Taken,Slider,83,"","",""
345,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Grace, J.",T5,1-3,2B,0,1-1,Ball,Curveball,76,"","",""
346,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.9,,"Bloss, J.","Grace, J.",T5,1-3,2B,0,2-1,Ball,Fastball,93,"","",""
347,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Grace, J.",T5,1-3,2B,0,3-1,Strike Swinging,Slider,83,"","",""
348,"Bloss, J. VS Helligso, H.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Helligso, H.",T5,1-3,1B-2B,0,0-0,Ball,Fastball,92,"","",""
349,"Bloss, J. VS Helligso, H.",Creighton University vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Helligso, H.",T5,1-3,1B-2B,0,1-0,Strike Swinging,Fastball,91,"","",""
350,"Bloss, J. VS Helligso, H.",Creighton University vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Helligso, H.",T5,1-3,1B-2B,0,1-1,Foul Bunt,Fastball,91,"","",""
351,"Bloss, J. VS Helligso, H.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Helligso, H.",T5,1-3,1B,1,1-2,Strike Swinging,Slider,83,"","",Strikeout
352,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:09.7,,"Bloss, J.","North, B.",T5,1-3,1B,2,0-0,Ball,Slider,83,"","",""
353,"Bloss, J. VS North, B.",Creighton University vs Georgetown University,,,00:00:09.8,,"Bloss, J.","North, B.",T5,1-3,2B,2,1-0,BIP,Fastball,93,Ground Ball,Groundout,""
354,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Gillen, T.",T6,1-13,-,0,0-0,Ball,Fastball,94,"","",""
355,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Gillen, T.",T6,1-13,-,0,1-0,Strike Taken,Fastball,92,"","",""
356,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Gillen, T.",T6,1-13,-,0,1-1,Ball,Fastball,92,"","",""
357,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Gillen, T.",T6,1-13,-,0,2-1,Strike Taken,Fastball,92,"","",""
358,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Gillen, T.",T6,1-13,-,0,2-2,Ball,Fastball,94,"","",""
359,"Bloss, J. VS Gillen, T.",Creighton University vs Georgetown University,,,00:00:09.7,,"Bloss, J.","Gillen, T.",T6,1-13,-,0,3-2,BIP,Fastball,93,Fly Ball,Flyout,""
360,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.8,,"Bloss, J.","Sailors, N.",T6,1-13,-,1,0-0,Strike Taken,Slider,83,"","",""
361,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:04.7,,"Bloss, J.","Sailors, N.",T6,1-13,-,1,0-1,Ball,Changeup,85,"","",""
362,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Sailors, N.",T6,1-13,-,1,1-1,Foul,Fastball,94,"","",""
363,"Bloss, J. VS Sailors, N.",Creighton University vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Sailors, N.",T6,1-13,-,1,1-2,Strike Swinging,Slider,84,"","",Strikeout
364,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Meggs, A.",T6,1-13,-,2,0-0,Strike Taken,Slider,83,"","",""
365,"Bloss, J. VS Meggs, A.",Creighton University vs Georgetown University,,,00:00:09.5,,"Bloss, J.","Meggs, A.",T6,1-13,-,2,0-1,BIP,Fastball,93,Ground Ball,Groundout,""
366,"Bloss, J. VS Reynolds, Z.",Creighton University vs Georgetown University,,,00:00:08.4,,"Bloss, J.","Reynolds, Z.",T7,1-13,-,0,0-0,BIP,Fastball,91,Ground Ball,Groundout,""
367,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,0-0,Strike Taken,Fastball,91,"","",""
368,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,0-1,Foul,Fastball,93,"","",""
369,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:06.1,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,0-2,Ball,Slider,84,"","",""
370,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,1-2,Ball,Slider,84,"","",""
371,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,2-2,Foul,Fastball,92,"","",""
372,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,2-2,Foul,Fastball,94,"","",""
373,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,2-2,Ball,Slider,83,"","",""
374,"Bloss, J. VS Dulich, C.",Creighton University vs Georgetown University,,,00:00:05.9,,"Bloss, J.","Dulich, C.",T7,1-13,-,1,3-2,Ball,Fastball,92,"","",Walk
375,"Bloss, J. VS Peluso, J.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Peluso, J.",T7,1-13,1B,1,0-0,Strike Swinging,Fastball,90,"","",""
376,"Bloss, J. VS Peluso, J.",Creighton University vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Peluso, J.",T7,1-13,1B,1,0-1,Ball,Slider,82,"","",""
377,"Bloss, J. VS Peluso, J.",Creighton University vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Peluso, J.",T7,1-13,1B,1,1-1,Strike Swinging,Slider,83,"","",""
378,"Bloss, J. VS Peluso, J.",Creighton University vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Peluso, J.",T7,1-13,1B,1,1-2,Strike Taken,Slider,83,"","",Strikeout
379,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:09.2,,"Bloss, J.","Grace, J.",T7,1-13,1B,2,0-0,Foul,Slider,83,"","",""
380,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Grace, J.",T7,1-13,1B,2,0-1,Ball,Curveball,76,"","",""
381,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Grace, J.",T7,1-13,1B,2,1-1,Foul,Slider,83,"","",""
382,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.8,,"Bloss, J.","Grace, J.",T7,1-13,1B,2,1-2,Ball,Fastball,92,"","",""
383,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Grace, J.",T7,1-13,1B,2,2-2,Ball,Curveball,74,"","",""
384,"Bloss, J. VS Grace, J.",Creighton University vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Grace, J.",T7,1-13,1B,2,3-2,Strike Swinging,Slider,84,"","",Strikeout
385,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:04.9,,"Bloss, J.","Gale, W.",B1,0-0,-,0,0-0,Strike Taken,Fastball,95,"","",""
386,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:05.4,,"Bloss, J.","Gale, W.",B1,0-0,-,0,0-1,Strike Swinging,Fastball,93,"","",""
387,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:05.9,,"Bloss, J.","Gale, W.",B1,0-0,-,0,0-2,Foul,Fastball,95,"","",""
388,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","Gale, W.",B1,0-0,-,0,0-2,Foul,Fastball,94,"","",""
389,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:11.3,,"Bloss, J.","Gale, W.",B1,0-0,-,0,0-2,BIP,Curveball,77,Popup,Popout,""
390,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","Murray, O.",B1,0-0,-,1,0-0,Strike Taken,Fastball,95,"","",""
391,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:05.6,,"Bloss, J.","Murray, O.",B1,0-0,-,1,0-1,Foul,Fastball,95,"","",""
392,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:04.5,,"Bloss, J.","Murray, O.",B1,0-0,-,1,0-2,Foul,Fastball,94,"","",""
393,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:05.0,,"Bloss, J.","Murray, O.",B1,0-0,-,1,0-2,Strike Swinging,Fastball,96,"","",Strikeout
394,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","Viera, M.",B1,0-0,-,2,0-0,Strike Taken,Slider,84,"","",""
395,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:05.1,,"Bloss, J.","Viera, M.",B1,0-0,-,2,0-1,Foul,Slider,84,"","",""
396,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:04.8,,"Bloss, J.","Viera, M.",B1,0-0,-,2,0-2,Ball,Slider,83,"","",""
397,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:05.5,,"Bloss, J.","Viera, M.",B1,0-0,-,2,1-2,Foul,Fastball,95,"","",""
398,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:04.9,,"Bloss, J.","Viera, M.",B1,0-0,-,2,1-2,Ball,Curveball,79,"","",""
399,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:04.9,,"Bloss, J.","Viera, M.",B1,0-0,-,2,2-2,Strike Swinging,Slider,84,"","",Strikeout
400,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","D'amico, P.",B2,0-0,-,0,0-0,Strike Swinging,Fastball,97,"","",""
401,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","D'amico, P.",B2,0-0,-,0,0-1,Strike Swinging,Fastball,95,"","",""
402,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:04.1,,"Bloss, J.","D'amico, P.",B2,0-0,-,0,0-2,Ball,Fastball,96,"","",""
403,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","D'amico, P.",B2,0-0,-,0,1-2,Strike Swinging,Fastball,95,"","",Strikeout
404,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:05.1,,"Bloss, J.","Clyde, A.",B2,0-0,-,1,0-0,Strike Swinging,Fastball,94,"","",""
405,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:06.2,,"Bloss, J.","Clyde, A.",B2,0-0,-,1,0-1,Foul,Fastball,94,"","",""
406,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:08.8,,"Bloss, J.","Clyde, A.",B2,0-0,-,1,0-2,BIP,Slider,76,Ground Ball,Groundout,""
407,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:04.8,,"Bloss, J.","Hernandez, J.",B2,0-0,-,2,0-0,Strike Taken,Curveball,76,"","",""
408,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:04.5,,"Bloss, J.","Hernandez, J.",B2,0-0,-,2,0-1,Ball,Fastball,95,"","",""
409,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:05.1,,"Bloss, J.","Hernandez, J.",B2,0-0,-,2,1-1,Foul,Fastball,94,"","",""
410,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:04.4,,"Bloss, J.","Hernandez, J.",B2,0-0,-,2,1-2,Ball,Slider,84,"","",""
411,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:08.7,,"Bloss, J.","Hernandez, J.",B2,0-0,-,2,2-2,BIP,Slider,80,Ground Ball,Groundout,""
412,"Bloss, J. VS Luders, J.",Georgetown University vs Seton Hall University,,,00:00:09.3,,"Bloss, J.","Luders, J.",B3,0-0,-,0,0-0,BIP,Fastball,92,Fly Ball,Flyout,""
413,"Bloss, J. VS Pokrovsky, S.",Georgetown University vs Seton Hall University,,,00:00:05.0,,"Bloss, J.","Pokrovsky, S.",B3,0-0,-,1,0-0,Foul,Fastball,93,"","",""
414,"Bloss, J. VS Pokrovsky, S.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","Pokrovsky, S.",B3,0-0,-,1,0-1,Strike Taken,Fastball,93,"","",""
415,"Bloss, J. VS Pokrovsky, S.",Georgetown University vs Seton Hall University,,,00:00:15.2,,"Bloss, J.","Pokrovsky, S.",B3,0-0,-,1,0-2,BIP,Fastball,94,Fly Ball,Home Run,""
416,"Bloss, J. VS Hack, D.",Georgetown University vs Seton Hall University,,,00:00:07.5,,"Bloss, J.","Hack, D.",B3,0-1,-,1,0-0,BIP,Unknown,0,Ground Ball,Groundout,""
417,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","Gale, W.",B3,0-1,-,2,0-0,Ball,Curveball,78,"","",""
418,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:10.1,,"Bloss, J.","Gale, W.",B3,0-1,-,2,1-0,BIP,Changeup,83,Fly Ball,Flyout,""
419,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:04.9,,"Bloss, J.","Murray, O.",B4,0-1,-,0,0-0,Ball,Slider,82,"","",""
420,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:05.0,,"Bloss, J.","Murray, O.",B4,0-1,-,0,1-0,Foul,Fastball,92,"","",""
421,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:04.9,,"Bloss, J.","Murray, O.",B4,0-1,-,0,1-1,Strike Swinging,Slider,81,"","",""
422,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","Murray, O.",B4,0-1,-,0,1-2,Ball,Changeup,88,"","",""
423,"Bloss, J. VS Murray, O.",Georgetown University vs Seton Hall University,,,00:00:04.9,,"Bloss, J.","Murray, O.",B4,0-1,-,0,2-2,Strike Swinging,Slider,84,"","",Strikeout
424,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","Viera, M.",B4,0-1,-,1,0-0,Strike Taken,Slider,83,"","",""
