#,Title,Notes,Tags,Text Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners On Base,Outs,Count,Pitch Result,Pitch Type,Velocity (MPH),BIP Type,BIP Result,Non-BIP Result
569,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Tomaini, P.",T3,0-0,2B,2,1-2,Strike Swinging,Fastball,92,"","",Strikeout
570,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Pujols, M.",T4,0-3,-,0,0-0,Strike Taken,Curveball,73,"","",""
571,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Pujols, M.",T4,0-3,-,0,0-1,Ball,Curveball,74,"","",""
572,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Pujols, M.",T4,0-3,-,0,1-1,Strike Taken,Changeup,83,"","",""
573,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Pujols, M.",T4,0-3,-,0,1-2,Ball,Changeup,85,"","",""
574,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:13.6,,"Bloss, J.","Pujols, M.",T4,0-3,-,0,2-2,BIP,Curveball,75,Line Drive,Single,""
575,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Curtis, J.",T4,0-3,1B,0,0-0,Strike Swinging,Fastball,90,"","",""
576,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Curtis, J.",T4,0-3,1B,0,0-1,Strike Swinging,Fastball,91,"","",""
577,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:04.6,,"Bloss, J.","Curtis, J.",T4,0-3,1B,0,0-2,Ball,Fastball,90,"","",""
578,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:13.7,,"Bloss, J.","Curtis, J.",T4,0-3,1B,0,1-2,BIP,Slider,78,Fly Ball,Flyout,""
579,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Yamin iv, E.",T4,0-3,1B,1,0-0,Strike Taken,Curveball,72,"","",""
580,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:06.7,,"Bloss, J.","Yamin iv, E.",T4,0-3,1B,1,0-1,Foul,Fastball,91,"","",""
581,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Yamin iv, E.",T4,0-3,1B,1,0-2,Ball,Curveball,72,"","",""
582,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Yamin iv, E.",T4,0-3,1B,1,1-2,Ball,Fastball,90,"","",""
583,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:11.3,,"Bloss, J.","Yamin iv, E.",T4,0-3,1B,1,2-2,BIP,Slider,79,Ground Ball,Field Error,""
584,"Bloss, J. VS Castillo, C.",University of Dayton vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Castillo, C.",T4,0-3,1B-2B,1,0-0,Foul,Slider,78,"","",""
585,"Bloss, J. VS Castillo, C.",University of Dayton vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Castillo, C.",T4,0-3,1B-2B,1,0-1,Ball,Slider,77,"","",""
586,"Bloss, J. VS Castillo, C.",University of Dayton vs Georgetown University,,,00:00:16.9,,"Bloss, J.","Castillo, C.",T4,0-3,1B-2B,1,1-1,BIP,Slider,79,Fly Ball,Flyout,""
587,"Bloss, J. VS Maloney, M.",University of Dayton vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Maloney, M.",T4,0-3,1B-2B,2,0-0,Ball,Slider,83,"","",""
588,"Bloss, J. VS Maloney, M.",University of Dayton vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Maloney, M.",T4,0-3,1B-2B,2,1-0,Strike Swinging,Fastball,90,"","",""
589,"Bloss, J. VS Maloney, M.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Maloney, M.",T4,0-3,1B-2B,2,1-1,Ball,Fastball,91,"","",""
590,"Bloss, J. VS Maloney, M.",University of Dayton vs Georgetown University,,,00:00:14.3,,"Bloss, J.","Maloney, M.",T4,0-3,1B-2B,2,2-1,BIP,Fastball,91,Line Drive,Single,""
591,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Dobie, M.",T4,1-3,1B-2B,2,0-0,Ball,Fastball,88,"","",""
592,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Dobie, M.",T4,1-3,1B-2B,2,1-0,Ball,Fastball,0,"","",""
593,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Dobie, M.",T4,1-3,1B-2B,2,2-0,Foul,Fastball,91,"","",""
594,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:06.5,,"Bloss, J.","Dobie, M.",T4,1-3,1B-2B,2,2-1,Foul,Changeup,85,"","",""
595,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Dobie, M.",T4,1-3,1B-2B,2,2-2,Ball,Curveball,71,"","",""
596,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Dobie, M.",T4,1-3,1B-2B,2,3-2,Foul,Fastball,91,"","",""
597,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:17.5,,"Bloss, J.","Dobie, M.",T4,1-3,1B-2B,2,3-2,BIP,Curveball,76,Fly Ball,Field Error,""
598,"Bloss, J. VS Adair, M.",University of Dayton vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Adair, M.",T4,3-3,2B,2,0-0,Ball,Curveball,72,"","",""
599,"Bloss, J. VS Adair, M.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Adair, M.",T4,3-3,2B,2,1-0,Foul,Fastball,89,"","",""
600,"Bloss, J. VS Adair, M.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Adair, M.",T4,3-3,2B,2,1-1,Ball,Slider,77,"","",""
601,"Bloss, J. VS Adair, M.",University of Dayton vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Adair, M.",T4,3-3,2B,2,2-1,Strike Taken,Changeup,0,"","",""
602,"Bloss, J. VS Adair, M.",University of Dayton vs Georgetown University,,,00:00:09.6,,"Bloss, J.","Adair, M.",T4,3-3,2B,2,2-2,BIP,Curveball,73,Ground Ball,Groundout,""
603,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Calero, K.",T5,3-3,-,0,0-0,Ball,Fastball,89,"","",""
604,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Calero, K.",T5,3-3,-,0,1-0,Strike Taken,Fastball,89,"","",""
605,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Calero, K.",T5,3-3,-,0,1-1,Foul,Fastball,90,"","",""
606,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Calero, K.",T5,3-3,-,0,1-2,Ball,Slider,78,"","",""
607,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:14.3,,"Bloss, J.","Calero, K.",T5,3-3,-,0,2-2,BIP,Slider,79,Line Drive,Single,""
608,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Tomaini, P.",T5,3-3,2B,0,0-0,Ball,Fastball,0,"","",""
609,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:07.1,,"Bloss, J.","Tomaini, P.",T5,3-3,2B,0,1-0,Foul,Fastball,90,"","",""
610,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:08.7,,"Bloss, J.","Tomaini, P.",T5,3-3,2B,0,1-1,BIP,Fastball,91,Bunt Popup,Bunt Popout,""
611,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Pujols, M.",T5,3-3,2B,1,0-0,Strike Taken,Curveball,74,"","",""
612,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Pujols, M.",T5,3-3,2B,1,0-1,Foul,Fastball,90,"","",""
613,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Pujols, M.",T5,3-3,2B,1,0-2,Ball,Fastball,92,"","",""
614,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:12.1,,"Bloss, J.","Pujols, M.",T5,3-3,2B,1,1-2,BIP,Changeup,83,Ground Ball,Single,""
615,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:06.1,,"Bloss, J.","Curtis, J.",T5,3-3,1B-3B,1,0-0,Ball,Slider,79,"","",""
616,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Curtis, J.",T5,3-3,1B-3B,1,1-0,Ball,Slider,77,"","",""
617,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Curtis, J.",T5,3-3,1B-3B,1,2-0,Strike Taken,Fastball,88,"","",""
618,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Curtis, J.",T5,3-3,1B-3B,1,2-1,Ball,Fastball,0,"","",""
619,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:05.9,,"Bloss, J.","Curtis, J.",T5,3-3,1B-3B,1,3-1,Strike Swinging,Fastball,90,"","",""
620,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:04.7,,"Bloss, J.","Curtis, J.",T5,3-3,1B-3B,1,3-2,Ball,Fastball,90,"","",Walk
621,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:06.4,,"Bloss, J.","Bramley, T.",B1,0-0,-,0,0-0,Foul,Fastball,93,"","",""
622,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Bramley, T.",B1,0-0,-,0,0-1,Strike Swinging,Fastball,94,"","",""
623,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:05.4,,"Bloss, J.","Bramley, T.",B1,0-0,-,0,0-2,Ball,Curveball,76,"","",""
624,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Bramley, T.",B1,0-0,-,0,1-2,Ball,Fastball,94,"","",""
625,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:09.1,,"Bloss, J.","Bramley, T.",B1,0-0,-,0,2-2,BIP,Slider,83,Ground Ball,Groundout,""
626,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.5,,"Bloss, J.","Harry, J.",B1,0-0,-,1,0-0,Ball,Fastball,94,"","",""
627,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Harry, J.",B1,0-0,-,1,1-0,Strike Taken,Fastball,94,"","",""
628,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Harry, J.",B1,0-0,-,1,1-1,Strike Swinging,Fastball,93,"","",""
629,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:06.1,,"Bloss, J.","Harry, J.",B1,0-0,-,1,1-2,Foul,Fastball,95,"","",""
630,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:06.5,,"Bloss, J.","Harry, J.",B1,0-0,-,1,1-2,Ball,Curveball,74,"","",""
631,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:09.6,,"Bloss, J.","Harry, J.",B1,0-0,-,1,2-2,BIP,Fastball,95,Ground Ball,Groundout,""
632,"Bloss, J. VS Hannon, K.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Hannon, K.",B1,0-0,-,2,0-0,Ball,Slider,83,"","",""
633,"Bloss, J. VS Hannon, K.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Hannon, K.",B1,0-0,-,2,1-0,Ball,Fastball,94,"","",""
634,"Bloss, J. VS Hannon, K.",Georgetown University vs Penn State University,,,00:00:05.5,,"Bloss, J.","Hannon, K.",B1,0-0,-,2,2-0,Strike Taken,Fastball,93,"","",""
635,"Bloss, J. VS Hannon, K.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Hannon, K.",B1,0-0,-,2,2-1,Ball,Fastball,92,"","",""
636,"Bloss, J. VS Hannon, K.",Georgetown University vs Penn State University,,,00:00:05.5,,"Bloss, J.","Hannon, K.",B1,0-0,-,2,3-1,Ball,Fastball,92,"","",Walk
637,"Bloss, J. VS Piacentino, J.",Georgetown University vs Penn State University,,,00:00:05.7,,"Bloss, J.","Piacentino, J.",B1,0-0,1B,2,0-0,Ball,Slider,81,"","",""
638,"Bloss, J. VS Piacentino, J.",Georgetown University vs Penn State University,,,00:00:06.9,,"Bloss, J.","Piacentino, J.",B1,0-0,1B,2,1-0,Ball,Fastball,91,"","",""
639,"Bloss, J. VS Piacentino, J.",Georgetown University vs Penn State University,,,00:00:05.4,,"Bloss, J.","Piacentino, J.",B1,0-0,2B,2,2-0,Strike Taken,Fastball,93,"","",""
640,"Bloss, J. VS Piacentino, J.",Georgetown University vs Penn State University,,,00:00:05.4,,"Bloss, J.","Piacentino, J.",B1,0-0,2B,2,2-1,Strike Taken,Fastball,92,"","",""
641,"Bloss, J. VS Piacentino, J.",Georgetown University vs Penn State University,,,00:00:07.4,,"Bloss, J.","Piacentino, J.",B1,0-0,2B,2,2-2,Ball,Slider,81,"","",""
642,"Bloss, J. VS Piacentino, J.",Georgetown University vs Penn State University,,,00:00:08.1,,"Bloss, J.","Piacentino, J.",B1,0-0,3B,2,3-2,BIP,Fastball,94,Ground Ball,Groundout,""
643,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Marsh, B.",B2,0-0,-,0,0-0,Strike Taken,Fastball,91,"","",""
644,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:06.1,,"Bloss, J.","Marsh, B.",B2,0-0,-,0,0-1,Foul,Fastball,92,"","",""
645,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:08.7,,"Bloss, J.","Marsh, B.",B2,0-0,-,0,0-2,Strike Swinging,Curveball,76,"","",Strikeout
646,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:11.2,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,0-0,Foul,Fastball,92,"","",""
647,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,0-1,Strike Taken,Slider,83,"","",""
648,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,0-2,Ball,Slider,82,"","",""
649,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:06.4,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,1-2,Foul,Fastball,94,"","",""
650,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:06.1,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,1-2,Foul,Curveball,77,"","",""
651,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,1-2,Ball,Fastball,94,"","",""
652,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,2-2,Ball,Fastball,93,"","",""
653,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:09.8,,"Bloss, J.","Gerlott, B.",B2,0-0,-,1,3-2,BIP,Slider,82,Ground Ball,Groundout,""
654,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Steele, A.",B2,0-0,-,2,0-0,Ball,Curveball,75,"","",""
655,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Steele, A.",B2,0-0,-,2,1-0,Ball,Fastball,91,"","",""
656,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Steele, A.",B2,0-0,-,2,2-0,Strike Taken,Fastball,91,"","",""
657,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Steele, A.",B2,0-0,-,2,2-1,Strike Swinging,Fastball,92,"","",""
658,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.6,,"Bloss, J.","Steele, A.",B2,0-0,-,2,2-2,Ball,Slider,80,"","",""
659,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:06.5,,"Bloss, J.","Steele, A.",B2,0-0,-,2,3-2,Ball,Slider,80,"","",Walk
660,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Kelley, T.",B2,0-0,1B,2,0-0,Strike Taken,Slider,80,"","",""
661,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:06.3,,"Bloss, J.","Kelley, T.",B2,0-0,1B,2,0-1,Foul,Fastball,90,"","",""
662,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.4,,"Bloss, J.","Kelley, T.",B2,0-0,1B,2,0-2,Ball,Slider,81,"","",""
663,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Kelley, T.",B2,0-0,1B,2,1-2,Ball,Fastball,92,"","",""
664,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Kelley, T.",B2,0-0,1B,2,2-2,Ball,Curveball,75,"","",""
665,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Kelley, T.",B2,0-0,1B,2,3-2,Ball,Fastball,92,"","",Walk
666,"Bloss, J. VS Kailher, B.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Kailher, B.",B2,0-0,1B-2B,2,0-0,Ball,Fastball,91,"","",""
667,"Bloss, J. VS Kailher, B.",Georgetown University vs Penn State University,,,00:00:06.3,,"Bloss, J.","Kailher, B.",B2,0-0,1B-2B,2,1-0,Foul,Fastball,91,"","",""
668,"Bloss, J. VS Kailher, B.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Kailher, B.",B2,0-0,1B-2B,2,1-1,Strike Taken,Curveball,74,"","",""
669,"Bloss, J. VS Kailher, B.",Georgetown University vs Penn State University,,,00:00:11.5,,"Bloss, J.","Kailher, B.",B2,0-0,1B-2B,2,1-2,BIP,Slider,80,Ground Ball,Single,""
670,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:11.6,,"Bloss, J.","Bramley, T.",B2,0-1,1B-2B,2,0-0,BIP,Fastball,91,Line Drive,Single,""
671,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:07.9,,"Bloss, J.","Harry, J.",B2,0-2,1B-3B,2,0-0,Ball,Curveball,76,"","",""
672,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:06.1,,"Bloss, J.","Harry, J.",B2,0-2,2B-3B,2,1-0,Foul,Fastball,93,"","",""
673,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Harry, J.",B2,0-2,2B-3B,2,1-1,Ball,Changeup,85,"","",""
674,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Harry, J.",B2,0-2,2B-3B,2,2-1,Ball,Fastball,92,"","",""
675,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:12.7,,"Bloss, J.","Harry, J.",B2,0-2,2B-3B,2,3-1,BIP,Fastball,91,Line Drive,Double,""
676,"Bloss, J. VS Hannon, K.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Hannon, K.",B2,0-4,2B,2,0-0,Ball,Slider,82,"","",""
677,"Bloss, J. VS Hannon, K.",Georgetown University vs Penn State University,,,00:00:08.9,,"Bloss, J.","Hannon, K.",B2,0-4,2B,2,1-0,BIP,Fastball,91,Ground Ball,Groundout,""
678,"Bloss, J. VS Piacentino, J.",Georgetown University vs Penn State University,,,00:00:09.0,,"Bloss, J.","Piacentino, J.",B3,0-4,-,0,0-0,BIP,Fastball,90,Ground Ball,Groundout,""
679,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Marsh, B.",B3,0-4,-,1,0-0,Ball,Fastball,90,"","",""
680,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Marsh, B.",B3,0-4,-,1,1-0,Ball,Fastball,91,"","",""
681,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Marsh, B.",B3,0-4,-,1,2-0,Ball,Fastball,90,"","",""
682,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Marsh, B.",B3,0-4,-,1,3-0,Strike Taken,Fastball,90,"","",""
683,"Bloss, J. VS Marsh, B.",Georgetown University vs Penn State University,,,00:00:12.9,,"Bloss, J.","Marsh, B.",B3,0-4,-,1,3-1,BIP,Fastball,90,Fly Ball,Double,""
684,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Gerlott, B.",B3,0-4,2B,1,0-0,Ball,Fastball,91,"","",""
685,"Bloss, J. VS Gerlott, B.",Georgetown University vs Penn State University,,,00:00:09.7,,"Bloss, J.","Gerlott, B.",B3,0-4,2B,1,1-0,BIP,Fastball,89,Popup,Popout,""
686,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Steele, A.",B3,0-4,2B,2,0-0,Strike Swinging,Curveball,73,"","",""
687,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Steele, A.",B3,0-4,2B,2,0-1,Strike Taken,Changeup,84,"","",""
688,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Steele, A.",B3,0-4,2B,2,0-2,Ball,Changeup,83,"","",""
689,"Bloss, J. VS Steele, A.",Georgetown University vs Penn State University,,,00:00:08.1,,"Bloss, J.","Steele, A.",B3,0-4,2B,2,1-2,BIP,Curveball,72,Ground Ball,Single,""
690,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.0,,"Bloss, J.","Kelley, T.",B4,0-4,-,0,0-0,Ball,Fastball,91,"","",""
691,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Kelley, T.",B4,0-4,-,0,1-0,Ball,Fastball,91,"","",""
692,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.1,,"Bloss, J.","Kelley, T.",B4,0-4,-,0,2-0,Ball,Fastball,90,"","",""
693,"Bloss, J. VS Kelley, T.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Kelley, T.",B4,0-4,-,0,3-0,Ball,Fastball,89,"","",Walk
694,"Bloss, J. VS Kailher, B.",Georgetown University vs Penn State University,,,00:00:08.6,,"Bloss, J.","Kailher, B.",B4,0-4,1B,0,0-0,BIP,Fastball,89,Bunt Ground Ball,Sacrifice Bunt,""
695,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Bramley, T.",B4,0-4,2B,1,0-0,Strike Taken,Curveball,72,"","",""
696,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:05.8,,"Bloss, J.","Bramley, T.",B4,0-4,2B,1,0-1,Ball,Slider,78,"","",""
697,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Bramley, T.",B4,0-4,2B,1,1-1,Ball,Curveball,71,"","",""
698,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:05.3,,"Bloss, J.","Bramley, T.",B4,0-4,2B,1,2-1,Strike Taken,Curveball,72,"","",""
699,"Bloss, J. VS Bramley, T.",Georgetown University vs Penn State University,,,00:00:08.8,,"Bloss, J.","Bramley, T.",B4,0-4,2B,1,2-2,BIP,Curveball,73,Ground Ball,Groundout,""
700,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Harry, J.",B4,0-4,3B,2,0-0,Ball,Curveball,73,"","",""
701,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Harry, J.",B4,0-4,3B,2,1-0,Strike Taken,Slider,78,"","",""
702,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:05.2,,"Bloss, J.","Harry, J.",B4,0-4,3B,2,1-1,Strike Swinging,Curveball,73,"","",""
703,"Bloss, J. VS Harry, J.",Georgetown University vs Penn State University,,,00:00:10.5,,"Bloss, J.","Harry, J.",B4,0-4,3B,2,1-2,BIP,Fastball,92,Line Drive,Single,""
704,"Bloss, J. VS Kellogg, D.",University of Hartford vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Kellogg, D.",T1,0-0,-,0,0-0,Strike Taken,Fastball,94,"","",""
705,"Bloss, J. VS Kellogg, D.",University of Hartford vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Kellogg, D.",T1,0-0,-,0,0-1,Foul,Fastball,93,"","",""
706,"Bloss, J. VS Kellogg, D.",University of Hartford vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Kellogg, D.",T1,0-0,-,0,0-2,Strike Swinging,Fastball,93,"","",Strikeout
707,"Bloss, J. VS Knight, R.",University of Hartford vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Knight, R.",T1,0-0,-,1,0-0,Ball,Fastball,93,"","",""
708,"Bloss, J. VS Knight, R.",University of Hartford vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Knight, R.",T1,0-0,-,1,1-0,Strike Swinging,Fastball,92,"","",""
709,"Bloss, J. VS Knight, R.",University of Hartford vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Knight, R.",T1,0-0,-,1,1-1,Strike Swinging,Fastball,93,"","",""
710,"Bloss, J. VS Knight, R.",University of Hartford vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Knight, R.",T1,0-0,-,1,1-2,Foul,Fastball,94,"","",""
711,"Bloss, J. VS Knight, R.",University of Hartford vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Knight, R.",T1,0-0,-,1,1-2,Foul,Fastball,93,"","",""
